date,province,rate
20200215,陕西省,4.38
20200215,山西省,3.06
20200215,四川省,3.04
20200215,江苏省,1.8
20200215,辽宁省,1.76
20200215,山东省,1.71
20200215,浙江省,1.63
20200215,海南省,1.32
20200215,河北省,1.32
20200215,北京市,1.2
20200215,广西壮族自治区,1.1
20200215,云南省,0.99
20200215,贵州省,0.98
20200215,福建省,0.81
20200215,上海市,0.8
20200215,甘肃省,0.53
20200215,黑龙江省,0.28
20200215,天津市,0.25
20200215,新疆维吾尔自治区,0.18
20200215,吉林省,0.17
20200215,内蒙古自治区,0.16
20200215,宁夏回族自治区,0.12
20200215,青海省,0.06
20200215,西藏自治区,0.03
20200216,湖南省,24.51
20200216,河南省,17.31
20200216,重庆市,14.48
20200216,陕西省,5.53
20200216,江西省,5.11
20200216,安徽省,4.54
20200216,广东省,4.15
20200216,四川省,2.63
20200216,河北省,1.95
20200216,山东省,1.95
20200216,山西省,1.75
20200216,广西壮族自治区,1.7
20200216,贵州省,1.41
20200216,江苏省,1.38
20200216,云南省,1.27
20200216,北京市,1.24
20200216,浙江省,1.04
20200216,上海市,1.01
20200216,吉林省,0.98
20200216,海南省,0.97
20200216,甘肃省,0.88
20200216,福建省,0.84
20200216,黑龙江省,0.79
20200216,天津市,0.71
20200216,内蒙古自治区,0.71
20200216,宁夏回族自治区,0.46
20200216,辽宁省,0.37
20200216,新疆维吾尔自治区,0.1
20200216,青海省,0.06
20200217,湖南省,24.69
20200217,河南省,18.45
20200217,重庆市,13.29
20200217,江西省,5.92
20200217,陕西省,5.54
20200217,广东省,4.64
20200217,安徽省,4.48
20200217,四川省,2.88
20200217,江苏省,2.2
20200217,山西省,2.14
20200217,山东省,1.94
20200217,甘肃省,1.61
20200217,浙江省,1.37
20200217,贵州省,1.32
20200217,河北省,1.29
20200217,云南省,1.25
20200217,上海市,1.19
20200217,广西壮族自治区,1.03
20200217,辽宁省,1
20200217,北京市,0.84
20200217,福建省,0.69
20200217,内蒙古自治区,0.61
20200217,海南省,0.38
20200217,黑龙江省,0.27
20200217,天津市,0.24
20200217,吉林省,0.24
20200217,新疆维吾尔自治区,0.16
20200217,宁夏回族自治区,0.12
20200217,青海省,0.03
20200217,西藏自治区,0.01
20200218,湖南省,23.66
20200218,河南省,17.93
20200218,重庆市,14.59
20200218,江西省,5.68
20200218,安徽省,4.82
20200218,陕西省,4.74
20200218,广东省,4.34
20200218,山西省,4.24
20200218,四川省,2.97
20200218,山东省,2.21
20200218,江苏省,1.81
20200218,河北省,1.44
20200218,贵州省,1.32
20200218,浙江省,1.21
20200218,北京市,1.19
20200218,广西壮族自治区,1.09
20200218,上海市,1.08
20200218,辽宁省,1.05
20200218,福建省,1.03
20200218,云南省,0.94
20200218,甘肃省,0.74
20200218,海南省,0.49
20200218,天津市,0.29
20200218,内蒙古自治区,0.29
20200218,吉林省,0.22
20200218,黑龙江省,0.21
20200218,新疆维吾尔自治区,0.11
20200218,宁夏回族自治区,0.1
20200218,青海省,0.05
20200218,西藏自治区,0.01
20200219,湖南省,23.3
20200219,河南省,18
20200219,重庆市,14.83
20200219,江西省,5.99
20200219,陕西省,4.9
20200219,安徽省,4.52
20200219,广东省,4.18
20200219,四川省,4
20200219,山西省,2.63
20200219,山东省,1.92
20200219,江苏省,1.92
20200219,浙江省,1.68
20200219,上海市,1.6
20200219,河北省,1.59
20200219,贵州省,1.29
20200219,广西壮族自治区,1.19
20200219,福建省,1.09
20200219,云南省,0.85
20200219,北京市,0.76
20200219,甘肃省,0.76
20200219,海南省,0.58
20200219,辽宁省,0.55
20200219,内蒙古自治区,0.53
20200219,黑龙江省,0.36
20200219,天津市,0.2
20200219,新疆维吾尔自治区,0.18
20200219,宁夏回族自治区,0.17
20200219,吉林省,0.16
20200219,青海省,0.06
20200219,西藏自治区,0.02
20200220,湖南省,21.96
20200220,河南省,17.49
20200220,重庆市,14.4
20200220,江西省,5.75
20200220,安徽省,4.93
20200220,陕西省,4.91
20200220,广东省,3.86
20200220,四川省,3.72
20200220,山西省,2.39
20200220,山东省,2.25
20200220,江苏省,2.17
20200220,贵州省,2
20200220,浙江省,1.67
20200220,河北省,1.59
20200220,云南省,1.54
20200220,上海市,1.49
20200220,广西壮族自治区,1.26
20200220,甘肃省,1.18
20200220,福建省,0.79
20200220,黑龙江省,0.77
20200220,北京市,0.7
20200220,海南省,0.65
20200220,吉林省,0.6
20200220,辽宁省,0.52
20200220,宁夏回族自治区,0.4
20200220,天津市,0.38
20200220,内蒙古自治区,0.33
20200220,新疆维吾尔自治区,0.11
20200220,青海省,0.04
20200221,湖南省,19.52
20200221,重庆市,18.15
20200221,河南省,15.56
20200221,四川省,8.99
20200221,江西省,4.87
20200221,安徽省,4.7
20200221,陕西省,4.59
20200221,广东省,3.63
20200221,山东省,2.36
20200221,江苏省,2.12
20200221,云南省,1.67
20200221,河北省,1.45
20200221,山西省,1.36
20200221,甘肃省,1.14
20200221,浙江省,1.05
20200221,贵州省,0.95
20200221,广西壮族自治区,0.92
20200221,辽宁省,0.91
20200221,福建省,0.9
20200221,天津市,0.8
20200221,上海市,0.74
20200221,内蒙古自治区,0.7
20200221,海南省,0.67
20200221,北京市,0.66
20200221,黑龙江省,0.57
20200221,宁夏回族自治区,0.42
20200221,吉林省,0.26
20200221,青海省,0.08
20200221,新疆维吾尔自治区,0.08
20200222,湖南省,20.69
20200222,河南省,17.36
20200222,重庆市,15.34
20200222,四川省,6.07
20200222,江西省,5.29
20200222,陕西省,5
20200222,广东省,4.34
20200222,安徽省,4.11
20200222,贵州省,2.8
20200222,山东省,2.27
20200222,河北省,2.03
20200222,江苏省,1.87
20200222,山西省,1.55
20200222,广西壮族自治区,1.32
20200222,浙江省,1.24
20200222,福建省,1.2
20200222,云南省,1.04
20200222,海南省,0.99
20200222,甘肃省,0.89
20200222,吉林省,0.85
20200222,辽宁省,0.83
20200222,上海市,0.81
20200222,北京市,0.59
20200222,内蒙古自治区,0.42
20200222,宁夏回族自治区,0.41
20200222,天津市,0.26
20200222,黑龙江省,0.2
20200222,新疆维吾尔自治区,0.03
20200222,青海省,0.02
20200222,西藏自治区,0.02
20200223,湖南省,23.08
20200223,河南省,18.48
20200223,重庆市,14.06
20200223,江西省,5.64
20200223,陕西省,5.34
20200223,安徽省,5.27
20200223,广东省,4.83
20200223,四川省,4.17
20200223,贵州省,2.19
20200223,山东省,2.06
20200223,江苏省,1.84
20200223,河北省,1.58
20200223,浙江省,1.56
20200223,山西省,1.5
20200223,广西壮族自治区,1.47
20200223,云南省,0.99
20200223,福建省,0.98
20200223,北京市,0.82
20200223,上海市,0.74
20200223,甘肃省,0.72
20200223,辽宁省,0.68
20200223,海南省,0.54
20200223,吉林省,0.35
20200223,天津市,0.27
20200223,内蒙古自治区,0.23
20200223,黑龙江省,0.14
20200223,宁夏回族自治区,0.13
20200223,新疆维吾尔自治区,0.1
20200223,青海省,0.04
20200224,湖南省,23.11
20200224,河南省,19.06
20200224,重庆市,15.4
20200224,江西省,5.48
20200224,陕西省,5.17
20200224,安徽省,5.14
20200224,广东省,4.12
20200224,四川省,3.89
20200224,江苏省,2.33
20200224,山东省,2.09
20200224,广西壮族自治区,1.68
20200224,河北省,1.5
20200224,贵州省,1.33
20200224,浙江省,1.21
20200224,山西省,1.21
20200224,上海市,1.04
20200224,黑龙江省,1.01
20200224,云南省,0.9
20200224,北京市,0.76
20200224,福建省,0.75
20200224,甘肃省,0.63
20200224,海南省,0.48
20200224,辽宁省,0.41
20200224,吉林省,0.32
20200224,内蒙古自治区,0.28
20200224,天津市,0.24
20200224,宁夏回族自治区,0.13
20200224,新疆维吾尔自治区,0.1
20200224,青海省,0.06
20200224,西藏自治区,0.03
20200225,湖南省,22.7
20200225,河南省,19.89
20200225,重庆市,16.17
20200225,江西省,5.58
20200225,陕西省,5.23
20200225,四川省,4.85
20200225,安徽省,4.76
20200225,广东省,4.36
20200225,江苏省,1.83
20200225,贵州省,1.71
20200225,山东省,1.6
20200225,广西壮族自治区,1.57
20200225,浙江省,1.48
20200225,河北省,1.29
20200225,云南省,1.07
20200225,福建省,0.95
20200225,山西省,0.89
20200225,上海市,0.83
20200225,北京市,0.67
20200225,甘肃省,0.58
20200225,海南省,0.34
20200225,辽宁省,0.3
20200225,黑龙江省,0.26
20200225,内蒙古自治区,0.23
20200225,吉林省,0.22
20200225,天津市,0.2
20200225,新疆维吾尔自治区,0.12
20200225,宁夏回族自治区,0.1
20200225,青海省,0.04
20200225,西藏自治区,0.01
20200226,湖南省,22.22
20200226,河南省,19.56
20200226,重庆市,16.12
20200226,安徽省,5.54
20200226,江西省,5.25
20200226,四川省,4.9
20200226,陕西省,4.73
20200226,广东省,4.12
20200226,江苏省,2.1
20200226,山东省,2.08
20200226,贵州省,1.98
20200226,广西壮族自治区,1.63
20200226,河北省,1.57
20200226,浙江省,1.34
20200226,福建省,0.99
20200226,北京市,0.86
20200226,山西省,0.84
20200226,云南省,0.83
20200226,上海市,0.74
20200226,甘肃省,0.74
20200226,辽宁省,0.37
20200226,海南省,0.37
20200226,内蒙古自治区,0.21
20200226,黑龙江省,0.18
20200226,天津市,0.17
20200226,新疆维吾尔自治区,0.11
20200226,吉林省,0.11
20200226,宁夏回族自治区,0.1
20200226,青海省,0.08
20200227,湖南省,23.43
20200227,河南省,19.15
20200227,重庆市,15.36
20200227,江西省,5.74
20200227,安徽省,4.83
20200227,陕西省,4.72
20200227,四川省,4.62
20200227,广东省,3.99
20200227,山东省,2.32
20200227,江苏省,2.15
20200227,贵州省,1.92
20200227,广西壮族自治区,1.51
20200227,浙江省,1.46
20200227,河北省,1.31
20200227,福建省,1.01
20200227,甘肃省,0.95
20200227,上海市,0.9
20200227,北京市,0.88
20200227,山西省,0.83
20200227,云南省,0.73
20200227,辽宁省,0.43
20200227,海南省,0.43
20200227,内蒙古自治区,0.33
20200227,黑龙江省,0.25
20200227,宁夏回族自治区,0.16
20200227,天津市,0.16
20200227,吉林省,0.16
20200227,新疆维吾尔自治区,0.07
20200227,青海省,0.05
